20-e2#0073	1	--n5 19 --n4 1 --n3 5 --n2 0 --n1 0 --c1 1 --spans 2 --bq1 0 --x4h 0 --defect none
20-e2#0074	1	--n5 19 --n4 1 --n3 4 --n2 1 --n1 0 --c1 1 --spans 3 --bq1 0 --x4h 0 --defect none
20-e2#0075	1	--n5 19 --n4 1 --n3 4 --n2 0 --n1 1 --c1 1 --spans 4 --bq1 0 --x4h 0 --defect none
20-e2#0076	1	--n5 19 --n4 1 --n3 3 --n2 2 --n1 0 --c1 1 --spans 4 --bq1 0 --x4h 0 --defect none
20-e2#0077	1	--n5 19 --n4 2 --n3 3 --n2 1 --n1 0 --c1 1 --spans 2 --bq1 0 --x4h 0 --defect none
20-e2#0078	1	--n5 19 --n4 2 --n3 3 --n2 0 --n1 1 --c1 1 --spans 3 --bq1 0 --x4h 0 --defect none
20-e2#0079	1	--n5 19 --n4 2 --n3 2 --n2 2 --n1 0 --c1 1 --spans 3 --bq1 0 --x4h 0 --defect none
20-e2#0080	1	--n5 19 --n4 2 --n3 2 --n2 1 --n1 1 --c1 1 --spans 4 --bq1 0 --x4h 0 --defect none
20-e2#0081	1	--n5 19 --n4 2 --n3 1 --n2 3 --n1 0 --c1 1 --spans 4 --bq1 0 --x4h 0 --defect none
20-e2#0082	1	--n5 20 --n4 0 --n3 4 --n2 1 --n1 0 --c1 1 --spans 2 --bq1 0 --x4h 0 --defect none
20-e2#0083	1	--n5 20 --n4 0 --n3 4 --n2 0 --n1 1 --c1 1 --spans 3 --bq1 0 --x4h 0 --defect none
20-e2#0084	1	--n5 20 --n4 0 --n3 3 --n2 2 --n1 0 --c1 1 --spans 3 --bq1 0 --x4h 0 --defect none
20-e2#0085	1	--n5 20 --n4 0 --n3 3 --n2 1 --n1 1 --c1 1 --spans 4 --bq1 0 --x4h 0 --defect none
20-e2#0086	1	--n5 20 --n4 0 --n3 2 --n2 3 --n1 0 --c1 1 --spans 4 --bq1 0 --x4h 0 --defect none
20-e2#0087	1	--n5 20 --n4 1 --n3 3 --n2 0 --n1 1 --c1 1 --spans 2 --bq1 0 --x4h 0 --defect none
20-e2#0088	1	--n5 20 --n4 1 --n3 2 --n2 2 --n1 0 --c1 1 --spans 2 --bq1 0 --x4h 0 --defect none
20-e2#0089	1	--n5 20 --n4 1 --n3 2 --n2 1 --n1 1 --c1 1 --spans 3 --bq1 0 --x4h 0 --defect none
20-e2#0090	1	--n5 20 --n4 1 --n3 1 --n2 3 --n1 0 --c1 1 --spans 3 --bq1 0 --x4h 0 --defect none
20-e2#0091	1	--n5 20 --n4 1 --n3 2 --n2 0 --n1 2 --c1 1 --spans 4 --bq1 0 --x4h 0 --defect none
20-e2#0092	1	--n5 20 --n4 1 --n3 1 --n2 2 --n1 1 --c1 1 --spans 4 --bq1 0 --x4h 0 --defect none
20-e2#0093	1	--n5 20 --n4 1 --n3 0 --n2 4 --n1 0 --c1 1 --spans 4 --bq1 0 --x4h 0 --defect none
20-e2#0094	1	--n5 21 --n4 0 --n3 2 --n2 1 --n1 1 --c1 1 --spans 2 --bq1 0 --x4h 0 --defect none
20-e2#0095	1	--n5 21 --n4 0 --n3 1 --n2 3 --n1 0 --c1 1 --spans 2 --bq1 0 --x4h 0 --defect none
20-e2#0096	1	--n5 21 --n4 0 --n3 2 --n2 0 --n1 2 --c1 1 --spans 3 --bq1 0 --x4h 0 --defect none
20-e2#0097	1	--n5 21 --n4 0 --n3 1 --n2 2 --n1 1 --c1 1 --spans 3 --bq1 0 --x4h 0 --defect none
20-e2#0098	1	--n5 21 --n4 0 --n3 0 --n2 4 --n1 0 --c1 1 --spans 3 --bq1 0 --x4h 0 --defect none
20-e2#0099	1	--n5 21 --n4 0 --n3 1 --n2 1 --n1 2 --c1 1 --spans 4 --bq1 0 --x4h 0 --defect none
20-e2#0100	1	--n5 21 --n4 0 --n3 0 --n2 3 --n1 1 --c1 1 --spans 4 --bq1 0 --x4h 0 --defect none
20-e2#0101	1	--n5 19 --n4 2 --n3 3 --n2 0 --n1 0 --c1 0 --spans 4,4 --bq1 0 --x4h 0 --defect none
20-e2#0102	1	--n5 20 --n4 0 --n3 4 --n2 0 --n1 0 --c1 0 --spans 4,4 --bq1 0 --x4h 0 --defect none
20-e2#0103	1	--n5 20 --n4 1 --n3 2 --n2 1 --n1 0 --c1 0 --spans 4,4 --bq1 0 --x4h 0 --defect none
20-e2#0104	1	--n5 20 --n4 1 --n3 3 --n2 0 --n1 0 --c1 0 --spans 4,3 --bq1 0 --x4h 0 --defect none
20-e2#0105	1	--n5 21 --n4 0 --n3 2 --n2 0 --n1 1 --c1 0 --spans 4,4 --bq1 0 --x4h 0 --defect none
20-e2#0106	1	--n5 21 --n4 0 --n3 1 --n2 2 --n1 0 --c1 0 --spans 4,4 --bq1 0 --x4h 0 --defect none
20-e2#0107	1	--n5 21 --n4 0 --n3 2 --n2 1 --n1 0 --c1 0 --spans 4,3 --bq1 0 --x4h 0 --defect none
20-e2#0108	1	--n5 21 --n4 0 --n3 3 --n2 0 --n1 0 --c1 0 --spans 4,2 --bq1 0 --x4h 0 --defect none
20-e2#0109	1	--n5 21 --n4 0 --n3 3 --n2 0 --n1 0 --c1 0 --spans 3,3 --bq1 0 --x4h 0 --defect none
20-e2#0110	1	--n5 20 --n4 0 --n3 4 --n2 0 --n1 0 --c1 0 --spans 4,4 --bq1 1 --x4h 0 --defect none
20-e3#0111	1	--n5 16 --n4 4 --n3 4 --n2 0 --n1 0 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0112	1	--n5 17 --n4 2 --n3 5 --n2 0 --n1 0 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0113	1	--n5 17 --n4 3 --n3 4 --n2 0 --n1 0 --c1 2 --spans 3 --bq1 0 --x4h 0 --defect none
20-e3#0114	1	--n5 17 --n4 3 --n3 3 --n2 1 --n1 0 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0115	1	--n5 18 --n4 0 --n3 6 --n2 0 --n1 0 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0116	1	--n5 18 --n4 1 --n3 5 --n2 0 --n1 0 --c1 2 --spans 3 --bq1 0 --x4h 0 --defect none
20-e3#0117	1	--n5 18 --n4 1 --n3 4 --n2 1 --n1 0 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0118	1	--n5 18 --n4 2 --n3 4 --n2 0 --n1 0 --c1 2 --spans 2 --bq1 0 --x4h 0 --defect none
20-e3#0119	1	--n5 18 --n4 2 --n3 3 --n2 1 --n1 0 --c1 2 --spans 3 --bq1 0 --x4h 0 --defect none
20-e3#0120	1	--n5 18 --n4 2 --n3 3 --n2 0 --n1 1 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0121	1	--n5 18 --n4 2 --n3 2 --n2 2 --n1 0 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0122	1	--n5 19 --n4 0 --n3 5 --n2 0 --n1 0 --c1 2 --spans 2 --bq1 0 --x4h 0 --defect none
20-e3#0123	1	--n5 19 --n4 0 --n3 4 --n2 1 --n1 0 --c1 2 --spans 3 --bq1 0 --x4h 0 --defect none
20-e3#0124	1	--n5 19 --n4 0 --n3 4 --n2 0 --n1 1 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0125	1	--n5 19 --n4 0 --n3 3 --n2 2 --n1 0 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0126	1	--n5 19 --n4 1 --n3 3 --n2 1 --n1 0 --c1 2 --spans 2 --bq1 0 --x4h 0 --defect none
20-e3#0127	1	--n5 19 --n4 1 --n3 3 --n2 0 --n1 1 --c1 2 --spans 3 --bq1 0 --x4h 0 --defect none
20-e3#0128	1	--n5 19 --n4 1 --n3 2 --n2 2 --n1 0 --c1 2 --spans 3 --bq1 0 --x4h 0 --defect none
20-e3#0129	1	--n5 19 --n4 1 --n3 2 --n2 1 --n1 1 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0130	1	--n5 19 --n4 1 --n3 1 --n2 3 --n1 0 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0131	1	--n5 20 --n4 0 --n3 3 --n2 0 --n1 1 --c1 2 --spans 2 --bq1 0 --x4h 0 --defect none
20-e3#0132	1	--n5 20 --n4 0 --n3 2 --n2 2 --n1 0 --c1 2 --spans 2 --bq1 0 --x4h 0 --defect none
20-e3#0133	1	--n5 20 --n4 0 --n3 2 --n2 1 --n1 1 --c1 2 --spans 3 --bq1 0 --x4h 0 --defect none
20-e3#0134	1	--n5 20 --n4 0 --n3 1 --n2 3 --n1 0 --c1 2 --spans 3 --bq1 0 --x4h 0 --defect none
20-e3#0135	1	--n5 20 --n4 0 --n3 2 --n2 0 --n1 2 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0136	1	--n5 20 --n4 0 --n3 1 --n2 2 --n1 1 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0137	1	--n5 20 --n4 0 --n3 0 --n2 4 --n1 0 --c1 2 --spans 4 --bq1 0 --x4h 0 --defect none
20-e3#0138	1	--n5 19 --n4 1 --n3 3 --n2 0 --n1 0 --c1 1 --spans 4,4 --bq1 0 --x4h 0 --defect none
20-e3#0139	1	--n5 20 --n4 0 --n3 2 --n2 1 --n1 0 --c1 1 --spans 4,4 --bq1 0 --x4h 0 --defect none
20-e3#0140	1	--n5 20 --n4 0 --n3 3 --n2 0 --n1 0 --c1 1 --spans 4,3 --bq1 0 --x4h 0 --defect none
20-e3#0141	1	--n5 19 --n4 1 --n3 3 --n2 0 --n1 0 --c1 1 --spans 4,4 --bq1 1 --x4h 0 --defect none
20-e3#0142	1	--n5 20 --n4 0 --n3 2 --n2 1 --n1 0 --c1 1 --spans 4,4 --bq1 1 --x4h 0 --defect none
20-e3#0143	1	--n5 20 --n4 0 --n3 3 --n2 0 --n1 0 --c1 1 --spans 4,3 --bq1 1 --x4h 0 --defect none
20-e4#0144	1	--n5 15 --n4 5 --n3 3 --n2 0 --n1 0 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0145	1	--n5 16 --n4 3 --n3 4 --n2 0 --n1 0 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0146	1	--n5 16 --n4 4 --n3 3 --n2 0 --n1 0 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0147	1	--n5 16 --n4 4 --n3 2 --n2 1 --n1 0 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0148	1	--n5 17 --n4 1 --n3 5 --n2 0 --n1 0 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0149	1	--n5 17 --n4 2 --n3 4 --n2 0 --n1 0 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0150	1	--n5 17 --n4 2 --n3 3 --n2 1 --n1 0 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0151	1	--n5 17 --n4 3 --n3 3 --n2 0 --n1 0 --c1 3 --spans 2 --bq1 0 --x4h 0 --defect none
20-e4#0152	1	--n5 17 --n4 3 --n3 2 --n2 1 --n1 0 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0153	1	--n5 17 --n4 3 --n3 2 --n2 0 --n1 1 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0154	1	--n5 17 --n4 3 --n3 1 --n2 2 --n1 0 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0155	1	--n5 18 --n4 0 --n3 5 --n2 0 --n1 0 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0156	1	--n5 18 --n4 0 --n3 4 --n2 1 --n1 0 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0157	1	--n5 18 --n4 1 --n3 4 --n2 0 --n1 0 --c1 3 --spans 2 --bq1 0 --x4h 0 --defect none
20-e4#0158	1	--n5 18 --n4 1 --n3 3 --n2 1 --n1 0 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0159	1	--n5 18 --n4 1 --n3 3 --n2 0 --n1 1 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0160	1	--n5 18 --n4 1 --n3 2 --n2 2 --n1 0 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0161	1	--n5 18 --n4 2 --n3 2 --n2 1 --n1 0 --c1 3 --spans 2 --bq1 0 --x4h 0 --defect none
20-e4#0162	1	--n5 18 --n4 2 --n3 2 --n2 0 --n1 1 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0163	1	--n5 18 --n4 2 --n3 1 --n2 2 --n1 0 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0164	1	--n5 18 --n4 2 --n3 1 --n2 1 --n1 1 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0165	1	--n5 18 --n4 2 --n3 0 --n2 3 --n1 0 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0166	1	--n5 19 --n4 0 --n3 3 --n2 1 --n1 0 --c1 3 --spans 2 --bq1 0 --x4h 0 --defect none
20-e4#0167	1	--n5 19 --n4 0 --n3 3 --n2 0 --n1 1 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0168	1	--n5 19 --n4 0 --n3 2 --n2 2 --n1 0 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0169	1	--n5 19 --n4 0 --n3 2 --n2 1 --n1 1 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0170	1	--n5 19 --n4 0 --n3 1 --n2 3 --n1 0 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0171	1	--n5 19 --n4 1 --n3 2 --n2 0 --n1 1 --c1 3 --spans 2 --bq1 0 --x4h 0 --defect none
20-e4#0172	1	--n5 19 --n4 1 --n3 1 --n2 2 --n1 0 --c1 3 --spans 2 --bq1 0 --x4h 0 --defect none
20-e4#0173	1	--n5 19 --n4 1 --n3 1 --n2 1 --n1 1 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0174	1	--n5 19 --n4 1 --n3 0 --n2 3 --n1 0 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0175	1	--n5 19 --n4 1 --n3 1 --n2 0 --n1 2 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0176	1	--n5 19 --n4 1 --n3 0 --n2 2 --n1 1 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0177	1	--n5 20 --n4 0 --n3 1 --n2 1 --n1 1 --c1 3 --spans 2 --bq1 0 --x4h 0 --defect none
20-e4#0178	1	--n5 20 --n4 0 --n3 0 --n2 3 --n1 0 --c1 3 --spans 2 --bq1 0 --x4h 0 --defect none
20-e4#0179	1	--n5 20 --n4 0 --n3 1 --n2 0 --n1 2 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0180	1	--n5 20 --n4 0 --n3 0 --n2 2 --n1 1 --c1 3 --spans 3 --bq1 0 --x4h 0 --defect none
20-e4#0181	1	--n5 20 --n4 0 --n3 0 --n2 1 --n1 2 --c1 3 --spans 4 --bq1 0 --x4h 0 --defect none
20-e4#0182	1	--n5 18 --n4 2 --n3 2 --n2 0 --n1 0 --c1 2 --spans 4,4 --bq1 0 --x4h 0 --defect none
20-e4#0183	1	--n5 19 --n4 0 --n3 3 --n2 0 --n1 0 --c1 2 --spans 4,4 --bq1 0 --x4h 0 --defect none
20-e4#0184	1	--n5 19 --n4 1 --n3 1 --n2 1 --n1 0 --c1 2 --spans 4,4 --bq1 0 --x4h 0 --defect none
20-e4#0185	1	--n5 19 --n4 1 --n3 2 --n2 0 --n1 0 --c1 2 --spans 4,3 --bq1 0 --x4h 0 --defect none
20-e4#0186	1	--n5 20 --n4 0 --n3 1 --n2 0 --n1 1 --c1 2 --spans 4,4 --bq1 0 --x4h 0 --defect none
20-e4#0187	1	--n5 20 --n4 0 --n3 0 --n2 2 --n1 0 --c1 2 --spans 4,4 --bq1 0 --x4h 0 --defect none
20-e4#0188	1	--n5 20 --n4 0 --n3 1 --n2 1 --n1 0 --c1 2 --spans 4,3 --bq1 0 --x4h 0 --defect none
20-e4#0189	1	--n5 20 --n4 0 --n3 2 --n2 0 --n1 0 --c1 2 --spans 4,2 --bq1 0 --x4h 0 --defect none
20-e4#0190	1	--n5 20 --n4 0 --n3 2 --n2 0 --n1 0 --c1 2 --spans 3,3 --bq1 0 --x4h 0 --defect none
20-e4#0191	1	--n5 19 --n4 0 --n3 3 --n2 0 --n1 0 --c1 2 --spans 4,4 --bq1 1 --x4h 0 --defect none
20-e5#0192	1	--n5 15 --n4 4 --n3 3 --n2 0 --n1 0 --c1 4 --spans 4 --bq1 0 --x4h 0 --defect none
20-e5#0193	1	--n5 16 --n4 2 --n3 4 --n2 0 --n1 0 --c1 4 --spans 4 --bq1 0 --x4h 0 --defect none
20-e5#0194	1	--n5 16 --n4 3 --n3 3 --n2 0 --n1 0 --c1 4 --spans 3 --bq1 0 --x4h 0 --defect none
20-e5#0195	1	--n5 16 --n4 3 --n3 2 --n2 1 --n1 0 --c1 4 --spans 4 --bq1 0 --x4h 0 --defect none
